CustomerID,Recency,Frequency,Monetary,Target,CustomerLifespan,AvgOrderValue,PurchaseRate
12393,41,4,1582.6000000000001,0,302,395.65000000000003,0.013201320132013201
12394,33,2,1272.48,0,186,636.24,0.0106951871657754
12395,0,11,2752.8,1,340,250.25454545454548,0.03225806451612903
12397,5,2,2409.9,0,104,1204.95,0.01904761904761905
12398,15,1,1635.6599999999999,0,15,1635.6599999999999,0.0625
12399,88,4,1108.65,0,231,277.1625,0.017241379310344827
12401,272,1,84.3,0,272,84.3,0.003663003663003663
12402,292,1,225.60000000000002,0,292,225.60000000000002,0.0034129692832764505
12403,19,1,427.7,0,19,427.7,0.05
12405,118,1,1710.39,0,118,1710.39,0.008403361344537815
12406,153,1,1621.25,1,153,1621.25,0.006493506493506494
12407,19,5,1708.12,0,233,341.62399999999997,0.021367521367521368
12408,2,5,2888.55,0,229,577.71,0.021739130434782608
12409,48,3,11072.67,0,152,3690.89,0.0196078431372549
12410,278,2,693.33,0,278,346.665,0.007168458781362007
12412,44,3,1226.88,0,138,408.96000000000004,0.02158273381294964
12413,36,3,758.1,0,306,252.70000000000002,0.009771986970684038
12414,186,3,562.4100000000001,0,279,187.47000000000003,0.010714285714285714
12415,6,19,119559.13,1,307,6292.585789473685,0.06168831168831169
12417,8,8,3279.37,1,327,409.92125,0.024390243902439025
12418,82,1,668.58,0,82,668.58,0.012048192771084338
12420,33,1,600.39,0,33,600.39,0.029411764705882353
12421,84,3,628.5600000000001,1,288,209.52,0.010380622837370242
12422,65,3,803.5600000000001,0,294,267.85333333333335,0.010169491525423728
12423,70,7,1650.67,1,323,235.81,0.021604938271604937
12424,132,2,1760.96,0,132,880.48,0.015037593984962405
12425,47,1,777.2,0,47,777.2,0.020833333333333332
12426,164,1,582.73,0,164,582.73,0.006060606060606061
12427,29,2,586.08,1,341,293.04,0.005847953216374269
12428,89,8,7548.12,1,253,943.515,0.031496062992125984
12429,142,3,2844.88,1,335,948.2933333333334,0.008928571428571428
12430,12,1,256.4,0,12,256.4,0.07692307692307693
12431,5,15,6487.45,0,343,432.49666666666667,0.0436046511627907
12432,12,5,5059.32,0,141,1011.8639999999999,0.035211267605633804
12433,12,4,7893.89,1,342,1973.4725,0.011661807580174927
12434,54,2,806.14,0,229,403.07,0.008695652173913044
12435,49,2,7829.89,0,237,3914.945,0.008403361344537815
12436,69,1,509.01,0,69,509.01,0.014285714285714285
12437,5,15,4294.5,1,300,286.3,0.04983388704318937
12438,109,1,890.0699999999999,1,109,890.0699999999999,0.00909090909090909
12441,336,1,173.55,0,336,173.55,0.002967359050445104
12444,28,4,4068.82,1,140,1017.205,0.028368794326241134
12446,26,1,1002.3100000000001,0,26,1002.3100000000001,0.037037037037037035
12447,212,1,476.49,0,212,476.49,0.004694835680751174
12448,13,1,449.45,0,13,449.45,0.07142857142857142
12449,61,3,2724.58,1,156,908.1933333333333,0.01910828025477707
12450,125,2,197.88,0,142,98.94,0.013986013986013986
12451,34,3,7847.38,1,294,2615.7933333333335,0.010169491525423728
12453,103,1,707.09,0,103,707.09,0.009615384615384616
12454,25,1,3528.34,0,25,3528.34,0.038461538461538464
12455,42,6,2466.86,0,266,411.1433333333334,0.02247191011235955
12456,13,3,3181.04,0,224,1060.3466666666666,0.013333333333333334
12457,35,7,2363.23,0,208,337.6042857142857,0.03349282296650718
12458,40,2,947.4,0,254,473.7,0.00784313725490196
12461,63,2,826.88,0,124,413.44,0.016
12462,272,1,762.11,1,272,762.11,0.003663003663003663
12463,22,4,1344.78,0,211,336.195,0.018867924528301886
12464,75,6,780.55,1,278,130.09166666666667,0.021505376344086023
12465,138,1,440.94,1,138,440.94,0.007194244604316547
12468,157,2,729.54,0,285,364.77,0.006993006993006993
12471,6,24,14891.26,1,334,620.4691666666666,0.07164179104477612
12472,1,7,6572.11,0,338,938.8728571428571,0.02064896755162242
12473,23,3,2884.23,1,161,961.41,0.018518518518518517
12474,19,16,6197.06,1,299,387.31625,0.05333333333333334
12475,23,1,723.38,0,23,723.38,0.041666666666666664
12476,15,9,4822.43,1,330,535.8255555555556,0.027190332326283987
12477,25,5,11182.05,1,271,2236.41,0.01838235294117647
12480,112,3,2144.95,1,305,714.9833333333332,0.00980392156862745
12481,35,9,5409.52,1,335,601.0577777777778,0.026785714285714284
12483,10,7,2078.26,1,308,296.89428571428573,0.022653721682847898
12484,2,6,4541.72,0,305,756.9533333333334,0.0196078431372549
12488,9,2,767.45,1,45,383.725,0.043478260869565216
12489,305,1,334.93,0,305,334.93,0.0032679738562091504
12490,6,7,4186.03,1,299,598.0042857142856,0.023333333333333334
12491,8,1,460.40000000000003,0,8,460.40000000000003,0.1111111111111111
12492,32,2,263.21000000000004,0,74,131.60500000000002,0.02666666666666667
12493,135,2,433.74,0,166,216.87,0.011976047904191617
12494,9,6,1083.6000000000001,1,335,180.60000000000002,0.017857142857142856
12497,51,1,1043.1,0,51,1043.1,0.019230769230769232
12498,27,1,247.25000000000003,1,27,247.25000000000003,0.03571428571428571
12500,19,10,3640.7799999999997,1,303,364.078,0.03289473684210526
12501,306,1,2169.39,0,306,2169.39,0.003257328990228013
12502,65,5,3723.87,0,279,744.774,0.017857142857142856
12506,202,1,73.5,0,202,73.5,0.0049261083743842365
12507,103,3,1304.81,0,268,434.93666666666667,0.011152416356877323
12509,253,1,176.5,0,253,176.5,0.003937007874015748
12510,112,2,982.5699999999999,0,294,491.28499999999997,0.006779661016949152
12512,35,2,138.03,0,35,69.015,0.05555555555555555
12513,82,1,612.29,0,82,612.29,0.012048192771084338
12514,236,1,1017.6800000000001,0,236,1017.6800000000001,0.004219409282700422
12515,322,1,383.7,0,322,383.7,0.0030959752321981426
12516,47,2,1312.06,0,150,656.03,0.013245033112582781
12517,43,3,1955.9,1,159,651.9666666666667,0.01875
12518,28,3,1230.79,1,79,410.2633333333333,0.0375
12519,33,1,340.84000000000003,0,33,340.84000000000003,0.029411764705882353
12520,48,5,2634.26,0,243,526.8520000000001,0.020491803278688523
12521,112,1,599.68,0,112,599.68,0.008849557522123894
12522,8,2,192.72,0,20,96.36,0.09523809523809523
12523,13,10,1527.35,1,301,152.73499999999999,0.033112582781456956
12524,33,7,4177.92,1,303,596.8457142857143,0.023026315789473683
12526,23,2,1039.58,1,63,519.79,0.03125
12527,51,3,348.71000000000004,0,295,116.23666666666668,0.010135135135135136
12528,33,5,1561.8799999999999,1,282,312.376,0.0176678445229682
12530,29,4,1662.28,0,306,415.57,0.013029315960912053
12534,100,1,1089.18,0,100,1089.18,0.009900990099009901
12535,61,2,716.35,0,156,358.175,0.012738853503184714
12536,12,3,12601.830000000002,0,28,4200.610000000001,0.10344827586206896
12539,231,3,4517.69,1,303,1505.8966666666665,0.009868421052631578
12540,0,16,12511.97,1,331,781.998125,0.04819277108433735
12541,142,2,536.14,1,250,268.07,0.00796812749003984
12544,5,1,372.7,0,5,372.7,0.16666666666666666
12545,44,2,1000.39,0,229,500.195,0.008695652173913044
12546,16,2,1161.5,0,47,580.75,0.041666666666666664
12547,167,2,207.8,0,250,103.9,0.00796812749003984
12548,135,1,95.19999999999999,0,135,95.19999999999999,0.007352941176470588
12550,48,1,964.83,0,48,964.83,0.02040816326530612
12551,327,1,168.0,0,327,168.0,0.003048780487804878
12552,8,2,437.82,0,9,218.91,0.2
12553,27,8,2897.14,1,299,362.1425,0.02666666666666667
12556,19,2,603.71,0,120,301.855,0.01652892561983471
12557,127,4,9000.960000000001,1,341,2250.2400000000002,0.011695906432748537
12559,280,2,561.71,0,289,280.855,0.006896551724137931
12560,81,2,1436.31,1,112,718.155,0.017699115044247787
12561,272,1,238.85,0,272,238.85,0.003663003663003663
12562,25,5,2507.4700000000003,1,168,501.494,0.029585798816568046
12564,230,1,456.90000000000003,0,230,456.90000000000003,0.004329004329004329
12565,258,1,145.92000000000002,0,258,145.92000000000002,0.003861003861003861
12566,55,1,351.65,0,55,351.65,0.017857142857142856
12567,65,9,7849.9800000000005,1,339,872.22,0.026470588235294117
12569,5,22,2966.65,1,221,134.84772727272727,0.0990990990990991
12571,9,2,519.61,0,91,259.805,0.021739130434782608
12572,21,1,532.74,1,21,532.74,0.045454545454545456
12573,196,1,160.54000000000002,0,196,160.54000000000002,0.005076142131979695
12574,285,1,218.45000000000002,0,285,218.45000000000002,0.0034965034965034965
12576,5,5,1315.83,0,274,263.166,0.01818181818181818
12577,4,3,657.8,0,328,219.26666666666665,0.00911854103343465
12578,299,1,1608.66,1,299,1608.66,0.0033333333333333335
12579,47,1,440.42,0,47,440.42,0.020833333333333332
12580,216,1,415.7,0,216,415.7,0.004608294930875576
12581,9,1,197.71,0,9,197.71,0.1
12582,208,2,511.36,0,258,255.68,0.007722007722007722
12583,1,13,6188.89,1,343,476.0684615384616,0.0377906976744186
12584,9,7,1723.45,1,249,246.20714285714286,0.028
12585,203,2,2040.1,0,320,1020.05,0.006230529595015576
12588,8,1,214.89999999999998,0,8,214.89999999999998,0.1111111111111111
12589,114,1,131.5,1,114,131.5,0.008695652173913044
12590,180,2,9864.26,0,180,4932.13,0.011049723756906077
12591,286,1,452.84999999999997,0,286,452.84999999999997,0.003484320557491289
12592,61,2,437.6,0,182,218.8,0.01092896174863388
12593,78,3,418.1,0,188,139.36666666666667,0.015873015873015872
12594,7,10,3338.2200000000003,0,292,333.822,0.034129692832764506
12596,20,2,618.27,0,211,309.135,0.009433962264150943
12597,9,3,3605.26,1,237,1201.7533333333333,0.012605042016806723
12598,40,5,1946.14,1,254,389.228,0.0196078431372549
12599,96,6,857.04,1,273,142.84,0.021897810218978103
12600,53,9,2219.46,1,340,246.60666666666668,0.026392961876832845
12601,159,5,577.0600000000001,0,302,115.412,0.0165016501650165
12602,28,1,153.12,0,28,153.12,0.034482758620689655
12604,48,2,254.18,0,231,127.09,0.008620689655172414
12607,29,1,1579.51,0,29,1579.51,0.03333333333333333
12609,47,3,1126.85,0,287,375.6166666666666,0.010416666666666666
12610,13,4,1851.34,1,95,462.835,0.041666666666666664
12611,21,1,1193.32,0,21,1193.32,0.045454545454545456
12612,43,1,704.04,0,43,704.04,0.022727272727272728
12613,26,5,3344.38,0,231,668.876,0.021551724137931036
12614,247,1,315.6,0,247,315.6,0.004032258064516129
12615,6,3,1868.3400000000001,1,137,622.7800000000001,0.021739130434782608
12616,64,2,713.3,0,266,356.65,0.00749063670411985
12619,3,8,3242.54,1,222,405.3175,0.03587443946188341
12620,50,2,939.32,1,174,469.66,0.011428571428571429
12621,22,18,11891.19,1,335,660.6216666666667,0.05357142857142857
12622,201,1,180.1,0,201,180.1,0.0049504950495049506
12623,245,1,305.1,0,245,305.1,0.0040650406504065045
12624,75,2,641.13,0,147,320.565,0.013513513513513514
12625,181,2,2683.82,0,288,1341.91,0.006920415224913495
12626,12,8,6368.51,1,296,796.06375,0.026936026936026935
12627,33,6,3911.55,1,109,651.9250000000001,0.05454545454545454
12628,2,2,571.21,1,34,285.605,0.05714285714285714
12630,13,1,701.79,1,13,701.79,0.07142857142857142
12631,26,1,640.5,0,26,640.5,0.037037037037037035
12633,28,4,2163.98,0,257,540.995,0.015503875968992248
12635,59,2,1689.18,0,124,844.59,0.016
12637,36,8,6021.9,0,293,752.7375,0.027210884353741496
12638,2,1,671.69,0,2,671.69,0.3333333333333333
12639,208,1,486.1,0,208,486.1,0.004784688995215311
12640,51,1,764.59,1,51,764.59,0.019230769230769232
12641,84,1,185.9,0,84,185.9,0.011764705882352941
12642,20,2,658.41,1,77,329.205,0.02564102564102564
12643,97,6,3344.64,0,302,557.4399999999999,0.019801980198019802
12644,99,1,477.90999999999997,0,99,477.90999999999997,0.01
12645,3,4,1775.18,0,285,443.795,0.013986013986013986
12646,18,1,731.69,1,18,731.69,0.05263157894736842
12647,47,11,3401.67,1,338,309.2427272727273,0.032448377581120944
12648,124,1,318.05,0,124,318.05,0.008
12649,76,3,623.51,0,181,207.83666666666667,0.016483516483516484
12651,304,1,114.0,0,304,114.0,0.003278688524590164
12652,300,1,919.98,0,300,919.98,0.0033222591362126247
12653,118,2,2209.85,0,266,1104.925,0.00749063670411985
12654,6,4,508.98,1,264,127.245,0.01509433962264151
12656,42,4,3465.42,1,203,866.355,0.0196078431372549
12657,11,2,660.94,1,48,330.47,0.04081632653061224
12662,22,8,3175.28,1,342,396.91,0.023323615160349854
12664,5,7,3681.88,1,292,525.9828571428571,0.023890784982935155
12665,294,1,63.0,0,294,63.0,0.003389830508474576
12667,27,1,620.13,0,27,620.13,0.03571428571428571
12668,228,3,2924.4700000000003,1,325,974.8233333333334,0.009202453987730062
12669,120,3,2744.0299999999997,0,226,914.6766666666666,0.013215859030837005
12670,68,3,1634.47,1,202,544.8233333333334,0.014778325123152709
12672,299,1,225.9,0,299,225.9,0.0033333333333333335
12673,296,1,220.9,1,296,220.9,0.003367003367003367
12674,8,4,1970.6,0,177,492.65,0.02247191011235955
12676,40,5,1149.73,1,280,229.946,0.017793594306049824
12678,11,12,17628.46,0,323,1469.0383333333332,0.037037037037037035
12679,28,4,1113.02,0,253,278.255,0.015748031496062992
12680,42,3,613.36,1,82,204.45333333333335,0.03614457831325301
12681,0,19,11988.22,1,337,630.958947368421,0.05621301775147929
12682,7,25,10051.6,1,340,402.064,0.07331378299120235
12683,19,13,7679.09,1,335,590.6992307692308,0.03869047619047619
12684,33,5,1627.24,1,182,325.448,0.0273224043715847
12685,20,5,2449.96,1,63,489.992,0.078125
12686,341,1,89.14,0,341,89.14,0.0029239766081871343
12688,83,1,4873.81,0,83,4873.81,0.011904761904761904
12689,97,1,511.03000000000003,1,97,511.03000000000003,0.01020408163265306
12690,175,1,389.01,0,175,389.01,0.005681818181818182
12691,27,5,859.4,1,326,171.88,0.01529051987767584
12693,96,4,855.91,0,288,213.9775,0.01384083044982699
12694,39,2,869.67,0,152,434.835,0.013071895424836602
12695,35,3,497.0,1,179,165.66666666666666,0.016666666666666666
12697,100,2,733.91,1,138,366.955,0.014388489208633094
12700,35,3,3625.24,1,184,1208.4133333333332,0.016216216216216217
12701,49,2,797.71,0,211,398.855,0.009433962264150943
12703,40,1,283.55,0,40,283.55,0.024390243902439025
12704,5,5,1907.75,1,139,381.55,0.03571428571428571
12705,11,6,5973.59,1,326,995.5983333333334,0.01834862385321101
12707,261,1,603.42,0,261,603.42,0.003816793893129771
12708,2,9,2679.91,1,338,297.7677777777778,0.02654867256637168
12709,12,14,8857.42,1,336,632.6728571428572,0.04154302670623145
12710,66,3,1149.02,0,170,383.00666666666666,0.017543859649122806
12712,18,12,4163.4800000000005,1,340,346.9566666666667,0.03519061583577713
12714,76,4,3389.7,1,264,847.425,0.01509433962264151
12715,75,1,353.86,0,75,353.86,0.013157894736842105
12716,102,1,677.9,1,102,677.9,0.009708737864077669
12717,120,2,1030.98,0,215,515.49,0.009259259259259259
12718,40,1,238.25,0,40,238.25,0.024390243902439025
12719,34,1,283.6,1,34,283.6,0.02857142857142857
12720,9,21,4554.16,1,338,216.8647619047619,0.061946902654867256
12721,1,6,2656.13,0,324,442.68833333333333,0.018461538461538463
12722,54,4,997.63,0,120,249.4075,0.03305785123966942
12723,34,2,299.40999999999997,1,34,149.70499999999998,0.05714285714285714
12724,51,3,823.17,1,301,274.39,0.009933774834437087
12725,340,1,427.8,0,340,427.8,0.002932551319648094
12726,55,6,1824.6399999999999,1,326,304.1066666666666,0.01834862385321101
12727,64,6,3337.7,1,289,556.2833333333333,0.020689655172413793
12728,40,4,836.33,0,301,209.0825,0.013245033112582781
12729,83,1,453.01,0,83,453.01,0.011904761904761904
12731,20,11,17398.39,1,334,1581.671818181818,0.03283582089552239
12732,149,1,236.26000000000002,0,149,236.26000000000002,0.006666666666666667
12733,203,1,383.95,0,203,383.95,0.004901960784313725
12734,322,1,110.39999999999999,0,322,110.39999999999999,0.0030959752321981426
12735,284,2,779.5699999999999,0,306,389.78499999999997,0.006514657980456026
12736,302,1,234.0,0,302,234.0,0.0033003300330033004
12738,341,1,155.35,0,341,155.35,0.0029239766081871343
12739,47,2,1013.04,0,68,506.52,0.028985507246376812
12740,33,1,427.6,0,33,427.6,0.029411764705882353
12743,103,2,546.43,0,103,273.215,0.019230769230769232
12744,21,7,21279.29,0,287,3039.8985714285714,0.024305555555555556
12747,36,9,3444.78,1,338,382.75333333333333,0.02654867256637168
12748,0,163,23403.66,1,343,143.580736196319,0.4738372093023256
12749,99,3,2755.23,1,182,918.41,0.01639344262295082
12750,98,1,275.88,0,98,275.88,0.010101010101010102
12752,50,1,4366.78,0,50,4366.78,0.0196078431372549
12753,105,5,16620.91,1,332,3324.182,0.015015015015015015
12754,205,3,3010.74,0,278,1003.5799999999999,0.010752688172043012
12755,250,2,3811.9500000000003,0,335,1905.9750000000001,0.005952380952380952
12756,56,1,112.08,0,56,112.08,0.017543859649122806
12757,20,10,7161.6,1,180,716.1600000000001,0.055248618784530384
12758,86,2,2791.59,0,246,1395.795,0.008097165991902834
12759,21,3,1531.44,0,245,510.48,0.012195121951219513
12763,107,2,494.08,0,338,247.04,0.0058997050147492625
12764,286,1,1693.88,0,286,1693.88,0.003484320557491289
12766,27,6,6271.2,1,335,1045.2,0.017857142857142856
12769,208,1,1143.6,0,208,1143.6,0.004784688995215311
12770,180,1,1351.45,0,180,1351.45,0.0055248618784530384
12772,29,1,892.47,0,29,892.47,0.03333333333333333
12775,159,4,1164.68,1,280,291.17,0.014234875444839857
12778,32,5,663.99,1,281,132.798,0.01773049645390071
12779,7,8,3981.36,0,340,497.67,0.02346041055718475
12781,33,2,826.74,0,254,413.37,0.00784313725490196
12782,119,4,2078.67,1,327,519.6675,0.012195121951219513
12783,2,5,1825.33,1,44,365.066,0.1111111111111111
12785,333,1,311.95,0,333,311.95,0.0029940119760479044
12787,61,2,344.66,1,162,172.33,0.012269938650306749
12789,34,1,91.85,0,34,91.85,0.02857142857142857
12790,161,1,324.92,0,161,324.92,0.006172839506172839
12791,343,1,192.60000000000002,0,343,192.60000000000002,0.0029069767441860465
12792,226,1,400.54,0,226,400.54,0.004405286343612335
12793,304,2,545.48,0,340,272.74,0.005865102639296188
12794,22,2,860.41,0,68,430.205,0.028985507246376812
12797,335,1,254.03,0,335,254.03,0.002976190476190476
12798,13,2,3325.44,1,140,1662.72,0.014184397163120567
12802,156,1,427.58,0,156,427.58,0.006369426751592357
12808,6,3,483.65000000000003,0,338,161.21666666666667,0.008849557522123894
12809,147,1,489.31,0,147,489.31,0.006756756756756757
12811,230,3,514.85,0,253,171.61666666666667,0.011811023622047244
12812,14,1,229.64000000000001,0,14,229.64000000000001,0.06666666666666667
12814,71,1,125.92,0,71,125.92,0.013888888888888888
12815,117,2,1063.46,0,167,531.73,0.011904761904761904
12816,65,2,572.2,0,145,286.1,0.0136986301369863
12817,250,1,166.04000000000002,0,250,166.04000000000002,0.00398406374501992
12818,231,1,1542.08,0,231,1542.08,0.004310344827586207
12820,13,3,731.99,1,296,243.99666666666667,0.010101010101010102
12821,183,1,92.72,0,183,92.72,0.005434782608695652
12822,40,2,948.88,0,56,474.44,0.03508771929824561
12823,44,5,1759.5,0,266,351.9,0.018726591760299626
12824,29,1,397.12,0,29,397.12,0.03333333333333333
12826,41,5,1052.6200000000001,1,334,210.52400000000003,0.014925373134328358
12827,2,2,318.7,1,13,159.35,0.14285714285714285
12828,35,4,661.3100000000001,1,99,165.32750000000001,0.04
12829,306,2,293.0,0,329,146.5,0.006060606060606061
12830,7,6,6814.64,0,141,1135.7733333333333,0.04225352112676056
12831,231,1,215.05,0,231,215.05,0.004310344827586207
12832,1,2,383.03000000000003,0,67,191.51500000000001,0.029411764705882353
12833,114,1,417.38,0,114,417.38,0.008695652173913044
12834,252,1,312.38,0,252,312.38,0.003952569169960474
12836,28,4,2612.86,0,281,653.215,0.014184397163120567
12837,142,1,134.1,0,142,134.1,0.006993006993006993
12838,3,2,683.13,0,343,341.565,0.005813953488372093
12839,12,11,3763.85,1,336,342.16818181818184,0.032640949554896145
12840,113,4,2726.77,0,196,681.6925,0.02030456852791878
12841,13,21,3581.9,1,341,170.56666666666666,0.06140350877192982
12842,39,2,1118.99,0,278,559.495,0.007168458781362007
12843,35,8,1702.26,0,233,212.7825,0.03418803418803419
12844,99,1,174.88,1,99,174.88,0.01
12845,236,4,354.09000000000003,0,259,88.52250000000001,0.015384615384615385
12849,0,2,1050.89,0,238,525.445,0.008368200836820083
12851,66,1,135.18,0,66,135.18,0.014925373134328358
12852,264,1,311.55,0,264,311.55,0.0037735849056603774
12853,104,6,1957.1000000000001,0,285,326.18333333333334,0.02097902097902098
12854,48,3,1324.5,0,287,441.5,0.010416666666666666
12855,342,1,38.1,0,342,38.1,0.0029154518950437317
12856,8,3,1353.32,1,33,451.1066666666666,0.08823529411764706
12857,180,2,1106.4,0,272,553.2,0.007326007326007326
12863,21,1,521.2,0,21,521.2,0.045454545454545456
12864,107,1,147.12,0,107,147.12,0.009259259259259259
12865,93,1,981.38,1,93,981.38,0.010638297872340425
12866,252,1,559.12,0,252,559.12,0.003952569169960474
12867,65,6,3025.74,1,329,504.28999999999996,0.01818181818181818
12868,155,6,1607.0600000000002,0,342,267.84333333333336,0.01749271137026239
12871,53,2,380.64,0,176,190.32,0.011299435028248588
12872,296,2,599.97,0,334,299.985,0.005970149253731343
12873,251,1,374.0,0,251,374.0,0.003968253968253968
12875,112,2,343.2300000000001,0,332,171.61500000000004,0.006006006006006006
12876,27,2,2218.02,0,165,1109.01,0.012048192771084338
12877,47,10,1160.3700000000001,1,328,116.037,0.030395136778115502
12878,205,2,854.99,0,235,427.495,0.00847457627118644
12879,14,3,573.22,0,61,191.07333333333335,0.04838709677419355
12881,245,1,298.0,0,245,298.0,0.0040650406504065045
12882,3,1,471.84000000000003,1,3,471.84000000000003,0.25
12883,58,1,291.63,1,58,291.63,0.01694915254237288
12884,57,1,309.05,0,57,309.05,0.017241379310344827
12885,32,3,1175.22,0,93,391.74,0.031914893617021274
12886,37,2,1378.4,0,189,689.2,0.010526315789473684
12888,183,2,354.12,0,224,177.06,0.008888888888888889
12891,155,3,331.0,0,262,110.33333333333333,0.011406844106463879
12893,0,1,188.14,0,0,188.14,1.0
12895,11,2,372.8,0,56,186.4,0.03508771929824561
12897,174,2,216.5,0,271,108.25,0.007352941176470588
12901,7,24,15224.23,1,240,634.3429166666666,0.0995850622406639
12902,234,1,138.68,0,234,138.68,0.00425531914893617
12904,141,1,244.69,1,141,244.69,0.007042253521126761
12906,47,2,1936.5900000000001,1,47,968.2950000000001,0.041666666666666664
12908,145,2,750.0,0,282,375.0,0.007067137809187279
12909,9,5,2178.67,0,222,435.73400000000004,0.02242152466367713
12910,33,6,2616.58,1,211,436.09666666666664,0.02830188679245283
12912,10,1,318.06,1,10,318.06,0.09090909090909091
12913,252,3,866.39,1,337,288.7966666666667,0.008875739644970414
12915,118,2,363.65,0,342,181.825,0.0058309037900874635
12916,108,4,3006.15,0,290,751.5375,0.013745704467353952
12917,97,1,594.0,0,97,594.0,0.01020408163265306
12919,1,4,777.77,1,139,194.4425,0.02857142857142857
12921,0,33,13533.0,1,342,410.09090909090907,0.09620991253644315
12922,130,1,405.38,0,130,405.38,0.007633587786259542
12923,33,1,176.97,0,33,176.97,0.029411764705882353
12924,57,4,933.7,0,297,233.425,0.013422818791946308
12925,44,1,368.31,1,44,368.31,0.022222222222222223
12928,4,5,2062.7,0,328,412.53999999999996,0.015197568389057751
12929,281,1,117.85,0,281,117.85,0.0035460992907801418
12930,47,2,415.8,0,140,207.9,0.014184397163120567
12931,36,12,34440.06,1,327,2870.0049999999997,0.036585365853658534
12933,140,2,357.49,1,253,178.745,0.007874015748031496
12935,79,4,1535.34,1,288,383.835,0.01384083044982699
12936,47,1,798.46,1,47,798.46,0.020833333333333332
12937,40,3,826.44,1,236,275.48,0.012658227848101266
12939,33,8,11581.8,0,304,1447.725,0.02622950819672131
12940,24,2,913.54,0,57,456.77,0.034482758620689655
12942,100,3,683.9,0,335,227.96666666666667,0.008928571428571428
12944,5,2,604.51,0,324,302.255,0.006153846153846154
12945,257,1,462.95,0,257,462.95,0.003875968992248062
12947,113,6,1603.99,0,342,267.33166666666665,0.01749271137026239
12948,13,6,1855.01,1,234,309.16833333333335,0.02553191489361702
12949,0,8,4167.22,0,221,520.9025,0.036036036036036036
12951,143,5,751.78,1,300,150.356,0.016611295681063124
12952,12,3,1090.06,1,47,363.3533333333333,0.0625
12955,7,8,3107.92,1,237,388.49,0.03361344537815126
12956,275,1,108.07,0,275,108.07,0.0036231884057971015
12957,41,6,2640.7200000000003,1,309,440.12000000000006,0.01935483870967742
12962,82,1,170.54,1,82,170.54,0.012048192771084338
12963,22,3,724.9300000000001,1,335,241.64333333333335,0.008928571428571428
12965,58,1,771.91,0,58,771.91,0.01694915254237288
12967,327,2,1660.9,0,341,830.45,0.005847953216374269
12968,81,1,135.95,0,81,135.95,0.012195121951219513
12970,291,2,23.8,1,291,11.9,0.00684931506849315
12971,1,73,9272.36,1,341,127.0186301369863,0.2134502923976608
12974,167,1,144.8,0,167,144.8,0.005952380952380952
12976,181,1,738.6,0,181,738.6,0.005494505494505495
12977,125,1,39.239999999999995,0,125,39.239999999999995,0.007936507936507936
12980,127,9,7374.900000000001,0,328,819.4333333333334,0.02735562310030395
12981,102,1,187.18,1,102,187.18,0.009708737864077669
12982,212,1,390.54,0,212,390.54,0.004694835680751174
12987,43,2,558.7,0,167,279.35,0.011904761904761904
12988,261,1,535.32,0,261,535.32,0.003816793893129771
12989,23,12,6440.02,1,333,536.6683333333334,0.03592814371257485
12990,0,3,409.5,0,279,136.5,0.010714285714285714
12991,81,1,303.56,1,81,303.56,0.012195121951219513
12993,90,3,372.4,1,267,124.13333333333333,0.011194029850746268
