CustomerID,Recency,Frequency,Monetary,Target
12719,34,1,283.6,1
12720,9,21,4554.16,1
12721,1,6,2656.13,0
12722,54,4,997.63,0
12723,34,2,299.40999999999997,1
12724,51,3,823.17,1
12725,340,1,427.8,0
12726,55,6,1824.6399999999999,1
12727,64,6,3337.7,1
12728,40,4,836.33,0
12729,83,1,453.01,0
12731,20,11,17398.39,1
12732,149,1,236.26000000000002,0
12733,203,1,383.95,0
12734,322,1,110.39999999999999,0
12735,284,2,779.5699999999999,0
12736,302,1,234.0,0
12738,341,1,155.35,0
12739,47,2,1013.04,0
12740,33,1,427.6,0
12743,103,2,546.43,0
12744,21,7,21279.29,0
12747,36,9,3444.78,1
12748,0,163,23403.66,1
12749,99,3,2755.23,1
12750,98,1,275.88,0
12752,50,1,4366.78,0
12753,105,5,16620.91,1
12754,205,3,3010.74,0
12755,250,2,3811.9500000000003,0
12756,56,1,112.08,0
12757,20,10,7161.6,1
12758,86,2,2791.59,0
12759,21,3,1531.44,0
12763,107,2,494.08,0
12764,286,1,1693.88,0
12766,27,6,6271.2,1
12769,208,1,1143.6,0
12770,180,1,1351.45,0
12772,29,1,892.47,0
12775,159,4,1164.68,1
12778,32,5,663.99,1
12779,7,8,3981.36,0
12781,33,2,826.74,0
12782,119,4,2078.67,1
12783,2,5,1825.33,1
12785,333,1,311.95,0
12787,61,2,344.66,1
12789,34,1,91.85,0
12790,161,1,324.92,0
12791,343,1,192.60000000000002,0
12792,226,1,400.54,0
12793,304,2,545.48,0
12794,22,2,860.41,0
12797,335,1,254.03,0
12798,13,2,3325.44,1
12802,156,1,427.58,0
12808,6,3,483.65000000000003,0
12809,147,1,489.31,0
12811,230,3,514.85,0
12812,14,1,229.64000000000001,0
12814,71,1,125.92,0
12815,117,2,1063.46,0
12816,65,2,572.2,0
12817,250,1,166.04000000000002,0
12818,231,1,1542.08,0
12820,13,3,731.99,1
12821,183,1,92.72,0
12822,40,2,948.88,0
12823,44,5,1759.5,0
12824,29,1,397.12,0
12826,41,5,1052.6200000000001,1
12827,2,2,318.7,1
12828,35,4,661.3100000000001,1
12829,306,2,293.0,0
12830,7,6,6814.64,0
12831,231,1,215.05,0
12832,1,2,383.03000000000003,0
12833,114,1,417.38,0
12834,252,1,312.38,0
12836,28,4,2612.86,0
12837,142,1,134.1,0
12838,3,2,683.13,0
12839,12,11,3763.85,1
12840,113,4,2726.77,0
12841,13,21,3581.9,1
12842,39,2,1118.99,0
12843,35,8,1702.26,0
12844,99,1,174.88,1
12845,236,4,354.09000000000003,0
12849,0,2,1050.89,0
12851,66,1,135.18,0
12852,264,1,311.55,0
12853,104,6,1957.1000000000001,0
12854,48,3,1324.5,0
12855,342,1,38.1,0
12856,8,3,1353.32,1
12857,180,2,1106.4,0
12863,21,1,521.2,0
12864,107,1,147.12,0
12865,93,1,981.38,1
12866,252,1,559.12,0
12867,65,6,3025.74,1
12868,155,6,1607.0600000000002,0
12871,53,2,380.64,0
12872,296,2,599.97,0
12873,251,1,374.0,0
12875,112,2,343.2300000000001,0
12876,27,2,2218.02,0
12877,47,10,1160.3700000000001,1
12878,205,2,854.99,0
12879,14,3,573.22,0
12881,245,1,298.0,0
12882,3,1,471.84000000000003,1
12883,58,1,291.63,1
12884,57,1,309.05,0
12885,32,3,1175.22,0
12886,37,2,1378.4,0
12888,183,2,354.12,0
12891,155,3,331.0,0
12893,0,1,188.14,0
12895,11,2,372.8,0
12897,174,2,216.5,0
12901,7,24,15224.23,1
12902,234,1,138.68,0
12904,141,1,244.69,1
12906,47,2,1936.5900000000001,1
12908,145,2,750.0,0
12909,9,5,2178.67,0
12910,33,6,2616.58,1
12912,10,1,318.06,1
12913,252,3,866.39,1
12915,118,2,363.65,0
12916,108,4,3006.15,0
12917,97,1,594.0,0
12919,1,4,777.77,1
12921,0,33,13533.0,1
12922,130,1,405.38,0
12923,33,1,176.97,0
12924,57,4,933.7,0
12925,44,1,368.31,1
12928,4,5,2062.7,0
12929,281,1,117.85,0
12930,47,2,415.8,0
12931,36,12,34440.06,1
12933,140,2,357.49,1
12935,79,4,1535.34,1
12936,47,1,798.46,1
12937,40,3,826.44,1
12939,33,8,11581.8,0
12940,24,2,913.54,0
12942,100,3,683.9,0
12944,5,2,604.51,0
12945,257,1,462.95,0
12947,113,6,1603.99,0
12948,13,6,1855.01,1
12949,0,8,4167.22,0
12951,143,5,751.78,1
12952,12,3,1090.06,1
12955,7,8,3107.92,1
12956,275,1,108.07,0
12957,41,6,2640.7200000000003,1
12962,82,1,170.54,1
12963,22,3,724.9300000000001,1
12965,58,1,771.91,0
12967,327,2,1660.9,0
12968,81,1,135.95,0
12970,291,2,23.8,1
12971,1,73,9272.36,1
12974,167,1,144.8,0
12976,181,1,738.6,0
12977,125,1,39.239999999999995,0
12980,127,9,7374.900000000001,0
12981,102,1,187.18,1
12982,212,1,390.54,0
12987,43,2,558.7,0
12988,261,1,535.32,0
12989,23,12,6440.02,1
12990,0,3,409.5,0
12991,81,1,303.56,1
12993,90,3,372.4,1
12994,89,2,645.47,1
12995,54,1,211.32,0
12997,58,3,916.39,1
12999,165,3,455.88,0
13000,76,3,534.85,0
13001,127,11,8615.42,1
13002,287,1,120.95,0
13003,75,3,149.05,0
13004,5,16,4993.93,1
13005,143,2,513.7,0
13006,25,1,81.57,0
13008,292,1,229.47,0
13011,341,1,50.550000000000004,0
13012,47,5,1205.8400000000001,1
13013,5,11,4218.1900000000005,1
13014,1,8,2845.48,1
13015,22,5,3346.28,0
13016,42,3,789.89,0
13018,0,24,6493.0,1
13021,7,7,1918.38,1
13023,33,2,689.9,0
13026,1,4,774.84,1
13027,83,6,6912.0,0
13028,14,1,355.94,1
13029,0,3,1247.5,0
13030,337,1,427.74,1
13032,21,2,1010.1800000000001,0
13033,326,1,190.55,0
13034,24,2,642.77,0
13035,43,2,921.88,0
13037,107,3,881.07,0
13038,49,3,908.46,0
13040,2,1,303.25,1
13043,242,1,516.42,0
13044,260,1,560.47,0
13045,68,1,305.28000000000003,0
13046,0,2,629.31,0
13047,1,10,3237.54,0
13048,83,3,1375.05,1
13049,33,2,656.6800000000001,0
13050,15,15,5124.51,1
13052,181,1,348.15000000000003,0
13055,47,3,1214.41,0
13058,27,2,137.70000000000002,1
13059,219,1,183.4,0
13060,223,1,307.53000000000003,0
13061,41,1,248.61,0
13062,160,1,346.98,0
13064,57,3,842.33,1
13065,342,1,205.86,0
13066,1,1,151.81,1
13067,51,1,115.46000000000001,0
13068,289,1,165.0,1
13069,22,22,3999.79,1
13070,161,1,228.8,0
13072,236,1,177.15,0
13075,99,1,919.61,0
13077,259,3,577.44,1
13078,2,22,10197.17,1
13079,44,3,172.4,1
13080,148,1,58.08,0
13081,5,9,26141.46,1
13082,95,9,3613.63,0
13083,45,1,192.39,1
13085,127,2,416.08,0
13089,1,87,50777.41,1
13090,0,12,7979.68,1
13092,40,5,477.83,0
13093,245,8,7832.47,0
13094,49,11,1774.68,1
13095,40,1,74.39999999999999,0
13097,2,10,6010.42,0
13098,12,22,22761.9,1
13099,68,1,207.36,0
13101,203,1,101.19,0
13102,11,21,5658.96,1
13103,9,1,243.94,0
13104,16,5,759.0,1
13106,102,1,76.5,0
13107,13,4,1531.6200000000001,0
13108,342,1,350.06,0
13109,29,2,786.54,0
13110,0,7,1488.67,0
13113,9,22,11569.800000000001,1
13115,26,3,1795.22,1
13116,107,1,501.14,0
13117,91,7,841.77,1
13118,177,3,799.7,1
13120,208,1,30.6,0
13121,238,1,283.73,0
13122,63,2,922.39,0
13124,59,3,3866.33,0
13126,14,7,1730.2,1
13127,47,1,259.17,0
13130,63,1,64.0,0
13131,40,2,772.2,1
13132,231,1,77.3,0
13133,243,2,109.8,0
13134,55,4,1793.58,0
13135,166,1,3096.0,0
13136,25,5,2607.61,0
13137,10,6,2507.41,1
13138,16,5,831.69,1
13139,2,6,4711.42,1
13140,77,3,423.72,0
13141,54,5,2388.75,0
13144,302,1,110.95,0
13145,9,4,618.52,0
13147,0,3,475.2,1
13148,103,10,2789.87,1
13149,75,3,1132.6200000000001,1
13151,265,1,1257.8700000000001,0
13155,2,4,971.76,0
13157,18,4,1741.22,0
13158,64,4,1201.06,0
13159,19,3,1155.29,1
13161,282,1,112.75,0
13162,91,4,1688.29,0
13165,15,2,1021.48,0
13166,252,1,417.2,0
13167,36,3,659.67,1
13168,5,4,1319.19,0
13169,33,2,712.88,0
13171,18,2,272.89,1
13173,336,1,165.94,1
13174,285,2,2108.27,1
13176,15,1,492.84,0
13177,34,1,282.45,0
13178,5,10,5418.99,1
13182,14,1,121.18,0
13183,6,8,3528.7200000000003,1
13184,100,9,1504.44,1
13185,237,1,71.4,0
13186,9,3,1575.89,0
13187,306,1,236.02,0
13189,84,1,127.0,1
13192,64,2,911.94,0
13193,30,1,117.88,0
13194,105,1,60.7,0
13196,54,2,1586.95,1
13198,90,5,3009.18,1
13199,1,29,7686.38,1
13200,43,2,627.01,1
13203,8,3,706.24,1
13207,120,1,197.52000000000004,1
13208,28,6,1223.9,0
13209,98,5,4156.08,1
13210,63,1,353.48,0
13211,64,2,886.64,1
13212,30,2,291.47,1
13213,26,5,1520.58,0
13216,237,1,333.74,0
13217,91,3,533.98,0
13218,96,1,62.64,0
13220,47,4,819.2900000000001,0
13221,209,2,847.41,0
13223,169,2,163.2,0
13224,29,2,2155.95,0
13225,29,6,5100.64,1
13226,242,1,108.21000000000001,0
13227,171,1,257.7,0
13228,50,1,358.0,0
13229,195,1,160.95,0
13230,107,12,2234.18,1
13232,67,5,1048.3,1
13233,43,2,605.12,0
13235,181,1,1031.07,0
13236,76,1,439.23,1
13238,133,2,318.85,1
13239,231,1,329.56,0
13240,65,4,663.65,0
13242,81,3,270.40000000000003,0
13243,172,1,600.07,0
13244,62,1,121.74000000000001,0
13245,20,1,430.5,0
13246,145,5,1860.99,1
13247,20,2,390.87,1
13248,94,2,465.68,0
13249,61,3,711.41,0
13253,126,2,1030.4,0
13255,343,1,225.7,1
13258,174,1,224.62,1
13259,31,1,292.32,0
13260,30,1,557.62,0
13261,238,2,944.1,0
13262,232,1,200.29,0
13263,12,31,6584.14,1
13265,22,5,2107.66,0
13266,12,10,3223.69,1
13267,5,16,3487.03,1
13268,8,8,2882.23,1
13269,35,11,3917.85,1
13270,335,1,590.0,0
13271,6,1,217.38,0
13272,0,2,276.56,0
13273,82,1,138.98,0
13276,33,2,590.9300000000001,0
13277,85,2,125.9,1
13278,10,1,542.73,0
13279,47,1,137.75,0
13280,91,3,814.86,0
13282,131,2,773.1,1
13283,29,2,93.66,0
13284,300,1,201.19,0
13285,130,3,1970.1,1
13291,125,1,361.11,0
13292,8,2,578.94,0
13294,159,2,873.74,0
13295,329,1,201.20000000000002,0
13296,106,1,87.4,0
13297,36,1,1315.3799999999999,1
13299,237,1,142.5,0
13300,138,1,371.89,0
13301,73,4,618.09,0
13302,124,1,63.75,0
13304,320,1,300.42,0
13305,62,8,1471.25,1
13307,89,1,15.0,0
13308,21,2,1099.63,1
13309,14,4,1221.91,1
13310,175,2,817.65,1
13311,119,1,490.11,1
13313,5,4,1242.64,1
13314,32,2,589.47,1
13316,6,4,5977.73,0
13317,35,6,2273.68,0
13318,6,1,302.96,1
13319,36,21,8248.58,1
13320,47,4,1548.7,0
13321,41,2,567.36,0
13323,1,2,218.0,1
13324,5,10,7121.95,0
13325,51,1,675.3,0
13327,8,8,3627.77,0
13328,285,1,1308.48,0
13329,1,2,789.0,0
13330,62,3,1140.93,0
13334,51,3,3536.82,0
13336,46,1,795.12,0
13338,127,1,487.02,0
13339,170,1,860.12,0
13340,14,7,10736.48,0
13341,230,1,775.85,0
13343,147,1,353.43,0
13344,37,3,2543.7200000000003,0
13345,257,1,389.5,0
13347,39,1,341.36,0
13348,33,1,233.76000000000002,0
13350,48,1,646.57,1
13351,35,1,373.94,0
13352,29,1,397.98,0
13354,40,1,743.53,0
13355,91,1,674.7,0
13356,49,1,768.24,0
13357,226,1,609.95,0
13358,238,1,439.03000000000003,0
13359,33,1,439.56,0
13362,22,3,2337.64,1
13363,13,1,603.82,1
13364,40,1,134.96,0
13365,3,2,2225.37,0
13366,19,1,56.16,0
13368,226,2,623.4,0
13369,335,1,308.28000000000003,0
13370,341,1,754.87,0
13372,59,1,378.64,0
13373,30,3,3312.25,0
13375,58,1,778.65,0
13376,68,3,1019.76,0
13379,37,2,435.82,1
13381,1,6,3639.31,0
13382,250,1,222.99,0
13384,0,7,4151.93,0
13385,299,1,534.57,0
13388,100,2,677.1,0
13389,44,2,580.15,1
13390,44,1,544.08,0
13391,173,1,59.8,0
13394,23,7,2217.92,1
13395,154,1,307.72,0
13396,288,1,387.27000000000004,1
13397,42,5,1544.13,0
13398,161,1,457.34000000000003,0
13402,96,2,621.23,0
13404,182,1,217.81,1
13405,43,3,572.451,0
13408,0,54,23741.18,1
13410,44,4,728.66,1
13411,76,1,213.55,0
13414,103,3,1390.5,0
13416,13,2,712.5,0
13417,174,1,236.0,1
13418,30,17,5438.81,1
13419,33,1,221.06,0
13420,119,2,159.85,0
13421,9,2,1851.08,0
13422,33,1,2626.3,0
13425,77,3,1624.21,0
13426,33,7,2708.11,1
13427,89,2,464.86,1
13429,19,3,693.0,1
13430,55,1,336.31,1
13431,36,2,1269.1,0
13434,43,2,534.24,0
13435,13,5,2531.62,1
13437,0,5,2595.64,1
13439,224,1,283.71,0
13441,61,1,296.64,0
13447,3,2,654.01,1
13448,49,5,2489.05,1
13450,58,5,1727.28,1
13451,95,4,2463.39,1
13452,228,2,590.0,0
13453,135,2,356.98,0
13455,335,1,692.94,1
13456,32,4,1309.8200000000002,1
13458,13,12,8672.64,1
13460,19,1,107.46000000000001,1
13461,8,3,1445.0,0
13462,222,1,151.5,0
13464,27,1,674.68,0
13466,153,1,307.90000000000003,0
13467,5,1,782.46,1
13468,8,33,5163.22,1
13470,68,2,165.0,0
13471,16,1,941.67,1
13473,30,2,422.64,0
13474,205,1,229.59,0
13475,160,4,1431.78,0
13476,148,2,1238.47,0
13477,7,6,1454.58,0
13479,170,2,300.95,0
13481,15,5,1804.56,0
13482,201,1,184.64000000000001,0
13483,35,1,140.34,0
13484,210,1,313.8,0
13485,202,1,454.24,0
13486,47,3,1122.41,0
13487,27,3,575.4,0
13488,12,12,8246.17,1
13489,74,4,449.52,0
13491,21,10,1215.82,0
13492,105,3,1269.84,0
13493,244,2,618.63,0
13494,281,1,316.26000000000005,0
13495,5,4,1732.23,1
13496,329,1,501.01,1
13497,252,2,348.05,0
13499,43,3,613.85,1
13500,5,2,668.8,1
13501,257,1,1340.32,0
13502,244,2,189.16000000000003,1
13503,40,1,216.85,0
13504,33,1,295.93,0
13505,42,4,4393.63,0
13506,285,2,458.52,0
13507,67,3,2022.79,1
13508,213,1,110.97,0
13509,22,6,881.62,1
13510,14,3,1449.7,1
13512,230,1,251.21,0
13513,96,1,205.1,0
13514,43,1,152.20000000000002,0
13515,42,4,891.12,0
13516,42,2,620.41,1
13517,29,3,2128.42,0
13518,55,1,659.44,0
13519,47,1,122.75,0
13520,28,6,3624.35,0
13523,2,5,3964.88,0
13524,10,5,680.1800000000001,0
13525,217,1,282.88,1
13527,3,7,2287.51,0
13529,48,2,307.76,0
13531,174,2,483.8,0
13532,3,1,210.31,0
13533,152,3,270.79,0
13534,2,24,5512.88,1
13536,22,2,824.91,1
13538,12,7,1280.85,0
13539,55,3,631.34,0
13544,9,2,291.41,0
13546,22,2,418.28,1
13548,65,2,682.41,0
13549,33,6,832.2,1
13551,288,1,91.80000000000001,0
13552,35,12,3740.07,0
13555,43,4,4149.28,0
13557,250,1,240.68,1
13558,31,2,323.25,1
13561,185,1,141.85999999999999,0
13562,51,3,1799.3300000000002,0
13563,53,2,777.53,0
13564,113,3,1749.02,0
13565,303,1,110.17999999999999,1
13566,10,2,874.71,0
13568,142,1,192.85,0
13569,337,1,118.32,1
13570,212,1,239.49,0
13571,7,10,1639.56,1
13572,175,1,1384.25,0
13573,19,2,294.40000000000003,0
13575,28,4,624.62,1
13576,20,15,5627.27,1
13577,62,3,1193.8,1
13579,338,1,164.7,1
13581,278,1,118.0,0
13583,125,1,781.03,0
13584,276,1,142.4,0
13587,33,1,712.4,0
13588,0,7,2253.32,1
13589,149,1,147.0,1
13590,21,5,1668.78,1
13591,34,3,1117.13,0
13592,5,4,247.95999999999998,0
13593,77,5,2037.0800000000002,0
13594,22,1,396.97,0
13598,16,1,180.17000000000002,0
13599,1,12,3855.09,1
13600,281,1,219.52,0
13601,14,2,693.32,0
13602,34,1,428.89,0
13606,212,2,250.42,1
13607,9,1,678.01,0
13610,23,6,1013.64,1
13611,58,3,1171.8,0
13614,58,3,1097.13,1
13615,288,1,417.69,0
13617,9,3,544.18,0
13618,143,1,177.34,0
13621,86,1,213.85,0
13623,0,5,747.78,0
13626,222,1,257.23,0
13627,28,5,1638.47,0
13629,0,10,7076.36,1
13630,45,6,1799.78,1
13631,69,11,3070.42,0
13632,12,4,1669.13,1
13634,2,5,1575.16,0
13635,37,1,1071.03,0
13636,6,5,949.12,0
13637,21,3,810.5,0
13639,43,1,1033.34,0
13642,185,1,354.8,0
13643,0,3,519.44,0
13644,14,3,1845.3400000000001,1
13645,89,1,252.1,0
13647,40,3,1275.9,1
13649,226,2,346.6,0
13650,36,5,1538.1000000000001,1
13651,4,2,94.2,0
13652,15,3,1095.08,0
13654,12,6,2707.33,0
13655,83,2,932.97,0
13656,134,2,379.65,0
13657,171,1,152.34,1
13658,54,3,2096.77,1
13659,175,2,1573.2,0
13662,55,3,897.76,0
13663,148,1,189.47,0
13666,29,3,84.65,0
13667,118,1,305.02,0
13668,1,18,5274.7300000000005,1
13669,20,2,218.55,0
13670,44,1,349.7,0
13672,270,2,186.39000000000001,0
13673,1,1,213.6,1
13675,120,2,486.82000000000005,0
13678,121,1,232.6,0
13680,8,3,3084.04,1
13681,38,2,531.08,1
13682,156,1,59.5,0
13684,255,1,67.23,0
13685,14,3,1934.45,1
13686,152,1,72.0,0
13689,32,1,910.0,0
13690,28,1,172.25,0
13692,183,2,871.58,1
13694,12,45,57069.24,1
13695,0,15,2504.13,0
13697,8,1,151.3,0
13699,124,1,308.58000000000004,0
13700,21,9,1957.02,1
13703,287,1,99.5,0
13704,16,7,1906.02,1
13705,114,2,522.68,1
13706,272,1,330.79,0
13707,236,2,806.41,0
13708,240,1,296.88,0
13709,6,11,5799.74,1
13710,1,1,180.48,0
13711,188,2,252.06,0
13712,216,1,228.84,0
13715,250,5,1079.34,0
13716,238,1,138.28,0
13717,1,6,1445.01,0
13718,215,2,306.55,0
13719,2,4,920.02,1
13720,86,4,799.9,0
13721,5,1,524.14,0
13722,101,3,2375.41,0
13723,186,1,199.85000000000002,0
13725,19,8,1980.56,0
13726,8,2,1079.66,0
13727,3,1,223.08,1
13728,6,6,1016.14,0
13730,105,2,752.6,0
13731,188,2,610.59,0
13735,12,3,2401.25,1
13736,229,1,357.53,1
13737,169,1,339.6,0
13740,210,1,350.75,0
13741,41,3,668.4300000000001,0
13742,59,11,2791.62,1
13743,58,6,1065.84,1
13744,64,2,1156.36,0
13745,131,1,300.04,0
13747,343,1,79.6,0
13748,65,5,948.25,0
13750,23,5,1647.26,0
13751,257,1,296.25,0
13752,93,6,1186.28,0
13753,257,1,741.26,0
13754,121,2,282.6,0
13755,7,4,1025.41,1
13756,5,10,3876.0800000000004,1
13758,8,6,2677.7400000000002,1
13759,2,2,659.4100000000001,0
13760,23,2,286.79,0
13761,19,2,1070.65,0
13762,188,1,306.72,0
13763,32,1,1714.96,0
13764,40,3,1521.76,0
13767,30,34,13683.68,1
13769,6,9,2478.59,1
13771,33,4,2634.45,0
13772,3,3,1132.13,0
13774,51,1,345.0,0
13777,27,28,16974.850000000002,1
13778,72,1,178.7,0
13780,140,1,116.28000000000002,1
13781,220,1,127.84,0
13782,17,5,741.94,1
13784,27,10,2424.63,1
13786,336,1,230.4,0
13787,45,2,309.04,0
